0.0 0.0 0.5017 0.0 0.0
0.953 0.3211 0.29 0 0
1.262 0 0.7514 0 0
1.196 0 1.0 0 0
3.358 0.1471 0.575 0 0
3.673 0.0 0.39 0 0
4.560 0.3356 0.079 0 0
4.113 0.1379 0.667 0 0
4.977 0 0.95 0 0
6.018 0.0 0.1794 0 0
6.849 0.529 0 0 0
