      Histogram   Peak#   MatchedTruePeak    Position      PosErr        Diff     Sigma    SigErr      Integral      IntErr
          Ex_d3       6           1.40000     1.40000     0.00000     0.00000   0.12000   0.05647      21.49970     2.32875
          Ex_d3       7           1.60000     1.60000     0.00000     0.00000   0.05000   0.05861       0.34262     0.43075
          Ex_d3       8           1.90000     1.90000     0.00000     0.00000   0.05000   0.05312       0.00000     0.20357
          Ex_d3       9           1.70081     1.70081     0.00000     0.00000   0.05000   0.05173       0.09794     0.30617
          Ex_d3      10           2.10061     2.10061     0.00000     0.00000   0.05000   0.05983       0.06709     0.21352
          Ex_d3      11           2.52335     2.52335     0.00000     0.00000   0.05000   0.05015       0.00780     0.49089
          Ex_d3      12           3.06184     3.06184     0.00000     0.00000   0.07526   0.01362       0.12252     0.21435
          Ex_d3      13           3.13387     3.13387     0.00000     0.00000   0.06175   0.02167       3.97556     1.25771
          Ex_d3      14           3.35820     3.35820     0.00000     0.00000   0.08866   0.02641       2.40648     1.25499
          Ex_d3      15           3.72419     3.72419     0.00000     0.00000   0.06399   0.01946       0.94924     0.47170
          Ex_d3      16           3.79149     3.79149     0.00000     0.00000   0.06384   0.03623       1.57434     1.40085
          Ex_d3      17           3.83917     3.83917     0.00000     0.00000   0.08557   0.01763       0.00000     4.13936
          Ex_d3      18           4.11590     4.11590     0.00000     0.00000   0.06540   0.01080      10.03780     2.38607
          Ex_d3      19           4.22580     4.22580     0.00000     0.00000   0.12000   0.05073      12.68050     2.52824
          Ex_d3      20           4.36015     4.36015     0.00000     0.00000   0.05000   0.05862       4.74894     2.75070
          Ex_d3      21           4.39810     4.39810     0.00000     0.00000   0.05000   0.05786       0.00000     1.29841
          Ex_d3      22           4.65200     4.65200     0.00000     0.00000   0.07050   0.00382       0.38351     0.68500
          Ex_d3      23           4.75300     4.75300     0.00000     0.00000   0.05000   0.05862      26.62380     2.30197
          Ex_d3      24           4.84830     4.84830     0.00000     0.00000   0.05033   0.06065       0.00000     1.30596
          Ex_d3      25           4.86000     4.86000     0.00000     0.00000   0.05858   0.03821       0.00000     3.97099
          Ex_d3      26           4.96360     4.96360     0.00000     0.00000   0.05894   0.00787       2.92131     2.14132
          Ex_d3      27           5.29760     5.29760     0.00000     0.00000   0.06147   0.01878       7.45333     1.61708
          Ex_d4       1           0.00000    -0.02964     0.05011    -0.02964   0.05000   0.03500       0.95010     0.48141
          Ex_d4       2           0.93720     0.93720     0.00000     0.00000   0.05000   0.04748       0.00000     0.02732
          Ex_d4       3           1.04155     1.04155     0.00000     0.00000   0.05000   0.03519       0.00000     0.00208
          Ex_d4       4           1.08054     1.08054     0.00000     0.00000   0.11444   0.05576       0.00000     1.78319
          Ex_d4       5           1.12136     1.12136     0.00000     0.00000   0.12000   0.00043       0.00000     0.00782
          Ex_d4       6           1.40000     1.40000     0.00000     0.00000   0.05000   0.00012       7.10198     0.08496
          Ex_d4       7           1.60000     1.60000     0.00000     0.00000   0.05845   0.00422       0.78378     0.03307
          Ex_d4       8           1.90000     1.90000     0.00000     0.00000   0.05006   0.04233       0.16077     0.02329
          Ex_d4       9           1.70081     1.70081     0.00000     0.00000   0.05000   0.00189       0.81633     0.69748
          Ex_d4      10           2.10061     2.10061     0.00000     0.00000   0.11996   0.04397       0.16808     0.02694
          Ex_d4      11           2.52335     2.52335     0.00000     0.00000   0.11831   0.00962       0.78596     0.29330
          Ex_d4      12           3.06184     3.06184     0.00000     0.00000   0.09915   0.00254       0.40440     0.05541
          Ex_d4      13           3.13387     3.13387     0.00000     0.00000   0.06642   0.00197       2.04283     0.08035
          Ex_d4      14           3.35820     3.35820     0.00000     0.00000   0.05000   0.00084       1.12967     0.05932
          Ex_d4      15           3.72419     3.72419     0.00000     0.00000   0.05000   0.03768       0.42087     0.02615
          Ex_d4      16           3.79149     3.79149     0.00000     0.00000   0.10891   0.06430       0.00000     0.00542
          Ex_d4      17           3.83917     3.83917     0.00000     0.00000   0.07419   0.00069       0.00000     0.01994
          Ex_d4      18           4.11590     4.11590     0.00000     0.00000   0.06240   0.00083       6.06314     0.09329
          Ex_d4      19           4.22580     4.22580     0.00000     0.00000   0.05000   0.01216       5.00279     0.09884
          Ex_d4      20           4.36015     4.36015     0.00000     0.00000   0.05000   0.03762       1.88714     0.46237
          Ex_d4      21           4.39810     4.39810     0.00000     0.00000   0.11999   0.00986       0.00000     0.10847
          Ex_d4      22           4.65200     4.65200     0.00000     0.00000   0.06183   0.00053       1.77703     0.15568
          Ex_d4      23           4.75300     4.75300     0.00000     0.00000   0.08415   0.00488       8.38734     0.11626
          Ex_d4      24           4.84830     4.84830     0.00000     0.00000   0.05000   0.00251       1.49006     0.11326
          Ex_d4      25           4.86000     4.86000     0.00000     0.00000   0.05000   0.06617       0.48826     0.05309
          Ex_d4      26           4.96360     4.96360     0.00000     0.00000   0.05695   0.00079       0.00000     0.31361
          Ex_d4      27           5.29760     5.29760     0.00000     0.00000   0.12000   0.00545       4.82462     0.09538
          Ex_d5       1           0.93720     0.90720     0.05054    -0.03000   0.05000   0.05894       0.71984     0.04672
          Ex_d5       2           1.04155     1.04155     0.00000     0.00000   0.05000   0.05893       0.00000     2.63789
          Ex_d5       3           1.08054     1.08054     0.00000     0.00000   0.11989   0.05759       0.00000     0.17636
          Ex_d5       4           1.12136     1.12136     0.00000     0.00000   0.10094   0.01528       0.00000     0.72942
          Ex_d5       5           1.40000     1.40000     0.00000     0.00000   0.05000   0.01518       2.71798     0.70113
          Ex_d5       6           1.60000     1.60000     0.00000     0.00000   0.05000   0.04424       0.43919     0.27830
          Ex_d5       7           1.90000     1.90000     0.00000     0.00000   0.09433   0.04549       0.23746     0.30040
          Ex_d5       8           1.70081     1.70081     0.00000     0.00000   0.08549   0.05257       0.07767     0.28530
          Ex_d5       9           2.10061     2.10061     0.00000     0.00000   0.12000   0.05164       0.10334     0.24219
          Ex_d5      10           2.52335     2.52335     0.00000     0.00000   0.05003   0.05916       0.18662     0.27098
          Ex_d5      11           3.06184     3.06184     0.00000     0.00000   0.05000   0.04522       0.01450     0.28404
          Ex_d5      12           3.13387     3.13387     0.00000     0.00000   0.06919   0.02578       0.67906     0.77811
          Ex_d5      13           3.35820     3.35820     0.00000     0.00000   0.12000   0.05169       1.14436     0.67024
          Ex_d5      14           3.72419     3.72419     0.00000     0.00000   0.05000   0.05894       1.00421     0.59408
          Ex_d5      15           3.79149     3.79149     0.00000     0.00000   0.05000   0.05894       0.00000     0.22896
          Ex_d5      16           3.83917     3.83917     0.00000     0.00000   0.10542   0.01498       0.00000     0.21339
          Ex_d5      17           4.11590     4.11590     0.00000     0.00000   0.05000   0.00911       4.54711     1.00913
          Ex_d5      18           4.22580     4.22580     0.00000     0.00000   0.06766   0.01155       2.58492     0.77165
          Ex_d5      19           4.36015     4.36015     0.00000     0.00000   0.05000   0.05905       3.14012     0.83823
          Ex_d5      20           4.39810     4.39810     0.00000     0.00000   0.05000   0.05869       0.00000     0.50131
          Ex_d5      21           4.65200     4.65200     0.00000     0.00000   0.09860   0.01318       0.00000     0.27978
          Ex_d5      22           4.75300     4.75300     0.00000     0.00000   0.05562   0.01379       5.33761     1.21054
          Ex_d5      23           4.84830     4.84830     0.00000     0.00000   0.05000   0.05888       1.77941     0.87094
          Ex_d5      24           4.86000     4.86000     0.00000     0.00000   0.05000   0.05885       0.00000     0.39407
          Ex_d5      25           4.96360     4.96360     0.00000     0.00000   0.07979   0.01258       0.00000     0.37356
          Ex_d5      26           5.29760     5.29760     0.00000     0.00000   0.05001   0.05933       4.86018     1.12984

