      Histogram   Peak#   MatchedTruePeak    Position      PosErr        Diff     Sigma    SigErr      Integral      IntErr
          Ex_d3       6           1.40000     1.37029     0.00000    -0.02971   0.05062   0.00000      20.52610     0.00000
          Ex_d3       7           1.60000     1.57000     0.00000    -0.03000   0.05000   0.00000       0.00000     0.00000
          Ex_d3       8           1.90000     1.92573     0.00000     0.02573   0.05000   0.00000       0.03850     0.00000
          Ex_d3       9           1.70081     1.70755     0.00000     0.00674   0.05000   0.00000       0.09459     0.00000
          Ex_d3      10           2.10061     2.13061     0.00000     0.03000   0.05202   0.00000       0.08569     0.00000
          Ex_d3      11           2.52335     2.49335     0.00000    -0.03000   0.05000   0.00000       0.07116     0.00000
          Ex_d3      12           3.06184     3.07824     0.00000     0.01640   0.09228   0.00000       0.21099     0.00000
          Ex_d3      13           3.13387     3.10387     0.00000    -0.03000   0.05000   0.00000       4.22118     0.00000
          Ex_d3      14           3.35820     3.32820     0.00000    -0.03000   0.10678   0.00000       2.09667     0.00000
          Ex_d3      15           3.72419     3.71613     0.00000    -0.00806   0.05477   0.00000       1.12828     0.00000
          Ex_d3      16           3.83917     3.82149     0.00000    -0.01768   0.05003   0.00000       2.59386     0.00000
          Ex_d3      17           3.83917     3.86916     0.00000     0.02999   0.07941   0.00000       2.36660     0.00000
          Ex_d3      18           4.11590     4.10613     0.00000    -0.00977   0.05937   0.00000       6.82443     0.00000
          Ex_d3      19           4.22580     4.24107     0.00000     0.01527   0.06414   0.00000      12.99310     0.00000
          Ex_d3      20           4.36015     4.33015     0.00000    -0.03000   0.05000   0.00000       3.81465     0.00000
          Ex_d3      21           4.39810     4.42810     0.00000     0.03000   0.06014   0.00000       0.01474     0.00000
          Ex_d3      22           4.65200     4.63165     0.00000    -0.02035   0.05753   0.00000       1.26886     0.00000
          Ex_d3      23           4.75300     4.72300     0.00000    -0.03000   0.05000   0.00000      20.68110     0.00000
          Ex_d3      24           4.86000     4.87830     0.00000     0.01830   0.11822   0.00000       4.57725     0.00000
          Ex_d3      25           4.86000     4.89000     0.00000     0.03000   0.05002   0.00000       5.88532     0.00000
          Ex_d3      26           4.96360     4.95108     0.00000    -0.01252   0.05463   0.00000       0.00000     0.00000
