      Histogram   Peak#   MatchedTruePeak    Position      PosErr        Diff     Sigma    SigErr      Integral      IntErr
          Ex_d5       6           1.90000     1.92999     0.04948     0.02999   0.12000   0.05399       0.30976     0.22630
          Ex_d5       7           1.70081     1.67229     0.04463    -0.02852   0.07201   0.05898       0.22177     0.30719
          Ex_d5       8           2.52335     2.55335     0.04962     0.03000   0.05000   0.05977       0.00000     0.64822
          Ex_d5       9           3.06184     3.09184     0.04045     0.03000   0.05823   0.01625       0.01495     0.27106
          Ex_d5      10           3.35820     3.32820     0.04262    -0.03000   0.12000   0.05452       1.60869     0.70163
          Ex_d5      11           3.72419     3.69419     0.04450    -0.03000   0.08921   0.05392       1.16117     0.66229
          Ex_d5      12           3.83917     3.86917     0.00790     0.03000   0.07583   0.01368       0.86804     0.73327
          Ex_d5      13           4.11590     4.14590     0.00224     0.03000   0.06306   0.00999       3.80358     1.00662
          Ex_d5      14           4.36015     4.33015     0.00698    -0.03000   0.05000   0.01014       5.29269     1.23182
          Ex_d5      15           4.65200     4.66708     0.04875     0.01508   0.10728   0.01616       0.60104     0.34780
          Ex_d5      16           4.75300     4.72300     0.04289    -0.03000   0.05000   0.05560       5.51506     1.92897
          Ex_d5      17           4.96360     4.97245     0.01655     0.00885   0.07850   0.01438       1.74879     2.39675
          Ex_d5      18           5.29760     5.26760     0.04529    -0.03000   0.05000   0.05403       4.77942     1.19458

