      Histogram   Peak#   MatchedTruePeak    Position      PosErr        Diff     Sigma    SigErr      Integral      IntErr
          Ex_d4       2           0.93720     0.93720     0.00000     0.00000   0.05000   0.04821       0.00000     0.83185
          Ex_d4       3           1.04155     1.04155     0.00000     0.00000   0.05000   0.04801       0.00000     0.15613
          Ex_d4       4           1.12136     1.12136     0.00000     0.00000   0.11999   0.04763       0.00000     0.31470
          Ex_d4       5           1.40000     1.40000     0.00000     0.00000   0.05000   0.00740       6.97393     2.87235
          Ex_d4       6           1.60000     1.60000     0.00000     0.00000   0.05000   0.05118       0.74304     0.33053
          Ex_d4       7           1.90000     1.90000     0.00000     0.00000   0.05012   0.04692       0.10344     0.21744
          Ex_d4       8           1.70081     1.70081     0.00000     0.00000   0.05000   0.04635       0.77647     1.20215
          Ex_d4       9           2.52335     2.52335     0.00000     0.00000   0.05000   0.05027       0.16781     0.31254
          Ex_d4      10           3.06184     3.06184     0.00000     0.00000   0.10692   0.01621       0.17575     0.42167
          Ex_d4      11           3.35820     3.35820     0.00000     0.00000   0.05000   0.04338       3.29961     0.80626
          Ex_d4      12           3.72419     3.72419     0.00000     0.00000   0.05000   0.04497       0.35383     0.39890
          Ex_d4      13           3.83917     3.83917     0.00000     0.00000   0.06167   0.01055       0.27770     0.54022
          Ex_d4      14           4.11590     4.11590     0.00000     0.00000   0.08280   0.01285       5.27937     1.20697
          Ex_d4      15           4.36015     4.36015     0.00000     0.00000   0.12000   0.01576       6.47848     1.40001
          Ex_d4      16           4.65200     4.65200     0.00000     0.00000   0.06167   0.00774       2.09116     0.64873
          Ex_d4      17           4.75300     4.75300     0.00000     0.00000   0.10994   0.05524       8.10268     1.54086
          Ex_d4      18           4.96360     4.96360     0.00000     0.00000   0.06729   0.01692       2.19568     1.84598
          Ex_d4      19           5.29760     5.29760     0.00000     0.00000   0.05000   0.05976       5.00161     1.67897
          Ex_d5       1           0.93720     0.90720     0.04684    -0.03000   0.05028   0.05226       0.45744     0.59306
          Ex_d5       2           1.04155     1.04155     0.00000     0.00000   0.05001   0.05507       0.00000     0.87529
          Ex_d5       3           1.12136     1.12136     0.00000     0.00000   0.09890   0.01493       0.00000     0.17797
          Ex_d5       4           1.40000     1.40000     0.00000     0.00000   0.05000   0.01391       2.61589     0.68029
          Ex_d5       5           1.60000     1.60000     0.00000     0.00000   0.05000   0.04333       0.41137     0.26565
          Ex_d5       6           1.90000     1.90000     0.00000     0.00000   0.05000   0.05986       0.22433     0.27631
          Ex_d5       7           1.70081     1.70081     0.00000     0.00000   0.05000   0.05736       0.05705     0.24124
          Ex_d5       8           2.52335     2.52335     0.00000     0.00000   0.05000   0.05473       0.04374     0.15637
          Ex_d5       9           3.06184     3.06184     0.00000     0.00000   0.06290   0.02047       0.00000     0.42203
          Ex_d5      10           3.35820     3.35820     0.00000     0.00000   0.12000   0.04385       1.29021     0.64978
          Ex_d5      11           3.72419     3.72419     0.00000     0.00000   0.10398   0.05388       1.09582     0.54665
          Ex_d5      12           3.83917     3.83917     0.00000     0.00000   0.06772   0.01378       0.92819     0.77441
          Ex_d5      13           4.11590     4.11590     0.00000     0.00000   0.12000   0.01349       2.46899     0.80923
          Ex_d5      14           4.36015     4.36015     0.00000     0.00000   0.05000   0.05474       5.79968     0.98086
          Ex_d5      15           4.65200     4.65200     0.00000     0.00000   0.09545   0.01265       0.00000     1.54411
          Ex_d5      16           4.75300     4.75300     0.00000     0.00000   0.05606   0.01357       5.16075     1.17356
          Ex_d5      17           4.96360     4.96360     0.00000     0.00000   0.07926   0.01233       1.85355     0.87615
          Ex_d5      18           5.29760     5.29760     0.00000     0.00000   0.05000   0.05474       4.83654     1.11488

